,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
35,TDY oranges#YIPEE,na,Immortal 1,89.0,2111.0,586.0,214.0,115.0,127.3,0.87,25.2,54.2,116.0,72.2,15.0,3000.0,3456.0,1336.0,191.4,1.25,0.7,349.0,146.0,4.0,50.9,Clove,25.0,47.0,61.7,0.85,141.4,215.2,21.0,Pearl,86.0,Vyse,15.0,30.0,63.3,0.92,126.9,188.7,3.0,Pearl,60.0,Deadlock,13.0,25.0,64.0,0.94,122.7,187.1,11.0,Fracture,86.0,Initiator,39.6,19.29,1.16,567 / 752 / 305,Controller,61.1,33.19,1.36,"866 / 1,004 / 497",Duelist,55.6,10.8,1.23,274 / 295 / 89,Sentinel,57.4,54.4,1.24,"1,293 / 1,405 / 445",Vandal,Assault Rifles,42.0,55.0,3.0,1574.0,Phantom,Assault Rifles,35.0,60.0,5.0,435.0,Classic,Sidearms,33.0,62.0,5.0,214.0,Pearl,64.5,20.11,Bind,61.3,19.11,Lotus,57.1,16.12,Abyss,55.6,15.11,Fracture,54.5,18.15,Split,47.1,16.18,Haven,40.0,12.18
36,andrew#arq,na,Immortal 1,1.0,,436.0,180.0,98.0,168.2,1.19,30.0,54.4,98.0,73.1,27.0,3375.0,2843.0,940.0,255.8,1.52,0.9,483.0,135.0,13.0,51.3,Clove,19.0,34.0,64.7,1.13,175.8,268.5,22.0,Haven,88.0,Jett,17.0,34.0,47.1,1.17,161.7,253.9,18.0,Haven,50.0,Raze,7.9,15.0,66.7,1.19,171.1,257.7,34.0,Lotus,100.0,Controller,61.5,24.14,1.59,773 / 682 / 313,Duelist,53.5,38.33,1.49,"1,343 / 1,085 / 272",Sentinel,56.5,26.2,1.5,842 / 705 / 217,Initiator,41.7,10.14,1.5,417 / 371 / 138,Vandal,Assault Rifles,42.0,55.0,3.0,1837.0,Phantom,Assault Rifles,36.0,61.0,4.0,468.0,Sheriff,Sidearms,50.0,48.0,2.0,419.0,Abyss,62.5,15.9,Haven,61.5,16.1,Lotus,60.0,15.1,Bind,57.7,15.11,Fracture,50.0,13.13,Split,48.3,14.14,Pearl,41.7,10.14
37,Oyin#12071,na,Immortal 1,75.0,2317.0,455.0,144.0,78.0,140.3,1.05,23.1,50.7,73.0,72.0,4.0,2256.0,2143.0,632.0,212.2,1.35,0.8,316.0,106.0,9.0,50.3,Jett,20.0,37.0,59.5,1.12,147.0,224.4,9.0,Haven,88.0,Raze,14.0,26.0,34.6,0.92,137.3,202.5,11.0,Split,43.0,Yoru,10.0,19.0,52.6,1.22,148.6,231.6,17.0,Bind,86.0,Controller,33.3,2.4,1.32,87 / 101 / 46,Duelist,49.5,45.45,1.33,"1,525 / 1,409 / 352",Sentinel,56.0,14.11,1.29,361 / 358 / 100,Initiator,54.5,12.1,1.52,283 / 275 / 134,Vandal,Assault Rifles,40.0,56.0,4.0,1226.0,Phantom,Assault Rifles,33.0,62.0,4.0,221.0,Ghost,Sidearms,34.0,61.0,5.0,120.0,Pearl,66.7,12.6,Haven,65.2,15.8,Abyss,54.5,12.1,Bind,52.0,13.12,Split,43.8,7.9,Fracture,38.1,8.12,Lotus,31.6,6.13
38,ALEKSANDAR#3500,na,Immortal 2,165.0,1246.0,864.0,68.0,37.0,143.6,1.13,46.0,42.6,29.0,73.6,8.0,1171.0,1032.0,326.0,222.2,1.45,0.8,140.0,54.0,4.0,48.1,Vyse,10.0,17.0,47.1,1.29,153.6,236.0,28.0,Fracture,75.0,Raze,4.0,7.0,71.4,1.29,162.2,247.1,30.0,Bind,100.0,Deadlock,4.1,7.0,57.1,1.19,137.7,219.6,5.0,Bind,67.0,Duelist,47.4,9.9,1.41,334 / 288 / 72,Initiator,35.7,5.9,1.28,194 / 200 / 63,Controller,33.3,3.6,1.54,173 / 152 / 61,Sentinel,46.2,12.14,1.53,470 / 392 / 130,Vandal,Assault Rifles,61.0,36.0,2.0,734.0,Sheriff,Sidearms,77.0,23.0,0.0,119.0,Ghost,Sidearms,60.0,38.0,1.0,83.0,Pearl,62.5,5.3,Bind,60.0,6.4,Fracture,50.0,5.5,Abyss,50.0,5.5,Lotus,42.9,3.3,Split,23.1,3.1,Haven,20.0,2.8
39,auwa#joon,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,electi#gg33,na,Immortal 1,50.0,2878.0,73.0,66.0,35.0,153.1,1.1,26.3,43.9,29.0,67.5,9.0,1168.0,1060.0,234.0,235.2,1.32,0.8,175.0,30.0,5.0,48.9,Neon,8.7,17.0,47.1,1.24,156.4,261.5,13.0,Abyss,67.0,Jett,6.5,12.0,83.3,1.33,170.8,252.7,36.0,Haven,100.0,Raze,4.9,9.0,44.4,1.01,152.0,232.2,5.0,Bind,67.0,Duelist,51.0,25.24,1.36,904 / 773 / 150,Controller,50.0,2.2,1.37,76 / 73 / 24,Initiator,16.7,1.4,1.42,111 / 108 / 42,Sentinel,14.3,1.6,0.9,77 / 106 / 18,Vandal,Assault Rifles,48.0,49.0,3.0,650.0,Sheriff,Sidearms,46.0,53.0,1.0,100.0,Judge,Shotguns,11.0,82.0,7.0,84.0,Haven,72.7,8.3,Fracture,45.5,5.6,Split,45.5,5.6,Lotus,37.5,3.5,Bind,33.3,3.5,Pearl,33.3,3.6,Abyss,28.6,2.5
41,gabooki#ooki,na,Immortal 1,76.0,2299.0,464.0,119.0,65.0,146.4,1.09,24.8,56.3,67.0,73.4,8.0,1998.0,1831.0,739.0,223.3,1.49,0.8,235.0,94.0,4.0,51.3,Tejo,9.6,18.0,44.4,1.06,139.2,209.7,3.0,Fracture,50.0,Clove,7.3,13.0,69.2,0.92,143.5,223.3,10.0,Abyss,100.0,Cypher,5.2,9.0,77.8,1.22,160.5,236.3,26.0,Fracture,100.0,Duelist,62.5,10.6,1.48,281 / 236 / 68,Sentinel,67.6,23.11,1.52,604 / 518 / 182,Initiator,51.1,23.22,1.49,725 / 673 / 280,Controller,45.8,11.13,1.48,388 / 404 / 209,Vandal,Assault Rifles,37.0,59.0,4.0,918.0,Phantom,Assault Rifles,33.0,62.0,5.0,313.0,Classic,Sidearms,40.0,56.0,4.0,145.0,Abyss,73.7,14.5,Bind,66.7,10.5,Haven,60.0,9.6,Lotus,56.2,9.7,Split,50.0,9.9,Fracture,47.4,9.1,Pearl,41.2,7.1
42,TylerTheCreator#9998,na,Immortal 1,50.0,2891.0,482.0,261.0,144.0,137.0,0.98,28.9,54.4,142.0,70.9,1.0,3941.0,4004.0,1473.0,206.2,1.35,0.7,658.0,218.0,3.0,51.7,Jett,44.0,84.0,57.1,1.02,142.6,217.2,4.0,Lotus,60.0,Fade,19.0,33.0,60.6,0.98,129.7,196.9,2.0,Pearl,56.0,Clove,13.0,24.0,58.3,0.97,145.7,219.7,5.0,Abyss,63.0,Duelist,53.4,62.53,1.23,"1,822 / 1,816 / 405",Initiator,62.1,41.25,1.49,950 / 987 / 518,Controller,52.4,22.2,1.52,633 / 659 / 366,Sentinel,45.9,17.2,1.33,536 / 542 / 184,Vandal,Assault Rifles,43.0,54.0,4.0,2401.0,Ghost,Sidearms,48.0,51.0,1.0,355.0,Sheriff,Sidearms,46.0,52.0,2.0,249.0,Split,68.4,26.12,Haven,56.8,25.19,Lotus,54.1,20.16,Fracture,52.3,23.21,Bind,51.4,18.17,Abyss,48.4,15.16,Pearl,46.9,15.17
43,Ayble#ROCK,na,Immortal 3,200.0,1055.0,389.0,63.0,34.0,166.9,1.18,38.3,55.6,35.0,73.5,23.0,1199.0,1012.0,302.0,254.2,1.48,0.9,169.0,52.0,4.0,51.5,Jett,5.0,9.0,33.3,1.26,187.3,293.6,34.0,Abyss,100.0,Tejo,5.0,9.0,66.7,1.17,156.2,235.1,22.0,Abyss,100.0,Clove,3.4,7.0,100.0,1.46,206.5,318.5,51.0,Split,100.0,Duelist,45.5,10.12,1.39,454 / 376 / 69,Sentinel,37.5,3.5,1.51,166 / 134 / 36,Controller,80.0,8.2,1.78,205 / 158 / 77,Initiator,60.9,14.9,1.44,374 / 344 / 120,Vandal,Assault Rifles,53.0,45.0,2.0,684.0,Phantom,Assault Rifles,47.0,49.0,4.0,149.0,Ghost,Sidearms,55.0,45.0,0.0,92.0,Split,81.8,9.2,Abyss,72.7,8.3,Lotus,71.4,5.2,Haven,57.1,4.3,Bind,50.0,4.4,Fracture,40.0,4.6,Pearl,11.1,1.8
44,Hullz#Bulla,na,Ascendant 3,3.0,,356.0,189.0,110.0,144.9,1.05,25.3,52.9,100.0,72.1,7.0,3145.0,2986.0,1192.0,220.2,1.45,0.8,393.0,137.0,5.0,50.6,Sova,23.0,40.0,50.0,1.03,147.2,220.0,11.0,Abyss,58.0,Cypher,17.0,32.0,62.5,1.03,134.3,206.3,4.0,Split,56.0,Breach,13.0,24.0,45.8,0.96,130.4,200.4,6.0,Fracture,67.0,Initiator,48.5,49.52,1.43,"1,586 / 1,598 / 700",Duelist,54.8,23.17,1.47,816 / 690 / 200,Controller,70.0,7.3,1.85,159 / 143 / 105,Sentinel,58.3,21.15,1.39,584 / 555 / 187,Vandal,Assault Rifles,36.0,60.0,4.0,1741.0,Phantom,Assault Rifles,33.0,62.0,5.0,463.0,Ghost,Sidearms,44.0,55.0,1.0,252.0,Lotus,61.5,16.8,Fracture,60.7,17.11,Abyss,56.0,14.11,Bind,51.7,15.14,Pearl,50.0,14.14,Haven,46.2,12.14,Split,44.4,12.15
45,magic#trev,na,Immortal 1,25.0,3701.0,356.0,202.0,110.0,149.1,1.16,24.1,52.5,106.0,72.8,18.0,3313.0,2849.0,1029.0,225.6,1.52,0.8,391.0,168.0,4.0,51.6,Cypher,19.0,37.0,54.1,1.2,146.9,223.3,20.0,Split,75.0,Jett,17.0,30.0,43.3,1.15,153.5,234.2,18.0,Haven,63.0,Reyna,14.0,27.0,55.6,1.23,151.2,233.6,16.0,Lotus,71.0,Duelist,53.8,43.36,1.52,"1,454 / 1,186 / 344",Initiator,51.2,21.19,1.45,596 / 592 / 261,Controller,36.0,9.16,1.53,358 / 358 / 189,Sentinel,58.9,33.22,1.6,905 / 713 / 235,Vandal,Assault Rifles,36.0,61.0,4.0,1713.0,Phantom,Assault Rifles,31.0,65.0,4.0,458.0,Ghost,Sidearms,38.0,59.0,3.0,229.0,Abyss,60.0,15.8,Haven,57.1,16.12,Lotus,56.7,17.13,Split,53.8,14.12,Bind,51.6,16.15,Fracture,48.5,16.17,Pearl,41.4,12.16
46,ZTU#1738,na,Immortal 2,103.0,1848.0,592.0,137.0,71.0,151.9,1.05,28.5,53.3,73.0,71.0,8.0,2253.0,2140.0,630.0,229.6,1.35,0.8,400.0,105.0,2.0,51.8,Jett,15.0,28.0,57.1,1.11,154.5,234.0,14.0,Fracture,78.0,Reyna,11.0,22.0,59.1,1.03,149.4,226.9,2.0,Fracture,67.0,Raze,10.0,21.0,47.6,1.01,154.2,240.3,2.0,Lotus,86.0,Initiator,70.0,7.3,1.5,142 / 143 / 72,Duelist,53.1,43.37,1.29,"1,324 / 1,286 / 332",Sentinel,47.4,18.2,1.36,610 / 564 / 157,Controller,62.5,5.3,1.67,177 / 147 / 69,Vandal,Assault Rifles,42.0,54.0,4.0,1424.0,Sheriff,Sidearms,53.0,46.0,1.0,231.0,Ghost,Sidearms,49.0,48.0,3.0,134.0,Fracture,70.8,17.7,Lotus,64.7,11.6,Bind,56.2,9.7,Haven,54.2,13.1,Pearl,44.4,8.1,Abyss,42.1,8.11,Split,36.8,7.12
47,ste phen#82022,na,Immortal 1,48.0,2948.0,449.0,114.0,63.0,141.6,1.01,29.3,57.0,65.0,70.5,2.0,1797.0,1782.0,551.0,210.1,1.32,0.7,287.0,77.0,5.0,52.2,Iso,21.0,39.0,61.5,1.19,168.6,250.7,27.0,Lotus,67.0,Raze,8.2,15.0,86.7,1.06,149.2,219.9,8.0,Lotus,100.0,Jett,6.4,12.0,66.7,1.07,147.3,221.1,7.0,Haven,75.0,Controller,28.6,2.5,1.42,94 / 113 / 66,Initiator,42.3,11.15,1.26,308 / 381 / 172,Duelist,64.0,48.25,1.33,"1,295 / 1,196 / 294",Sentinel,66.7,4.2,1.29,100 / 92 / 19,Vandal,Assault Rifles,45.0,52.0,3.0,1075.0,Guardian,Assault Rifles,58.0,40.0,2.0,127.0,Sheriff,Sidearms,50.0,49.0,1.0,114.0,Lotus,78.9,15.3,Split,76.9,10.3,Abyss,58.8,10.6,Pearl,52.6,10.9,Bind,50.0,7.7,Haven,43.8,7.9,Fracture,37.5,6.1
48,clear#ssang,na,Immortal 1,42.0,3088.0,63.0,102.0,56.0,151.3,1.23,27.9,52.0,53.0,77.2,27.0,1764.0,1429.0,557.0,229.2,1.62,0.8,147.0,73.0,3.0,51.0,Killjoy,9.2,19.0,63.2,1.41,156.9,230.5,43.0,Lotus,80.0,Fade,9.3,16.0,43.8,1.03,125.9,195.7,0.0,Split,60.0,Sova,8.5,15.0,53.3,1.09,144.5,205.5,29.0,Abyss,67.0,Initiator,48.6,17.18,1.52,532 / 509 / 242,Controller,35.3,6.11,1.75,319 / 257 / 132,Duelist,75.0,9.2,1.65,243 / 178 / 50,Sentinel,55.3,21.16,1.66,670 / 485 / 133,Vandal,Assault Rifles,36.0,60.0,4.0,975.0,Phantom,Assault Rifles,33.0,62.0,6.0,213.0,Sheriff,Sidearms,61.0,39.0,0.0,180.0,Split,69.2,9.3,Haven,60.0,9.6,Abyss,58.8,10.7,Bind,47.1,8.9,Lotus,46.7,7.7,Fracture,45.5,5.6,Pearl,35.7,5.9
49,noteleks#ttv,na,Immortal 2,102.0,1868.0,340.0,99.0,56.0,140.4,1.06,26.6,57.6,57.0,76.4,10.0,1564.0,1476.0,706.0,210.4,1.54,0.7,183.0,64.0,1.0,52.7,Fade,13.0,24.0,70.8,1.03,138.0,211.2,9.0,Pearl,78.0,Sova,10.0,19.0,47.4,1.01,136.9,198.4,7.0,Abyss,44.0,Tejo,10.0,17.0,47.1,1.0,139.0,204.8,6.0,Fracture,50.0,Initiator,59.2,45.3,1.56,"1,153 / 1,108 / 581",Duelist,50.0,4.4,1.44,162 / 140 / 39,Sentinel,70.0,7.3,1.54,177 / 144 / 45,Controller,20.0,1.4,1.35,72 / 84 / 41,Vandal,Assault Rifles,38.0,59.0,3.0,581.0,Phantom,Assault Rifles,33.0,60.0,7.0,481.0,Ghost,Sidearms,45.0,50.0,4.0,106.0,Lotus,70.6,12.5,Fracture,66.7,12.5,Pearl,61.5,8.5,Bind,53.8,7.6,Haven,53.8,7.6,Abyss,44.4,4.5,Split,43.8,7.9
0,endure#cindy,na,Immortal 1,27.0,3609.0,702.0,183.0,107.0,170.1,1.29,46.6,49.7,91.0,74.2,28.0,3745.0,2912.0,1144.0,269.6,1.68,1.0,484.0,159.0,16.0,49.8,Clove,29.0,51.0,52.9,1.26,184.3,290.0,30.0,Abyss,60.0,Deadlock,26.0,46.0,56.5,1.33,156.9,249.9,26.0,Pearl,55.0,Breach,15.0,26.0,53.8,1.22,148.6,241.0,14.0,Abyss,71.0,Duelist,42.9,12.16,1.66,673 / 474 / 114,Controller,49.3,35.36,1.58,"1,509 / 1,232 / 440",Initiator,50.0,17.17,1.99,626 / 484 / 338,Sentinel,54.0,27.23,1.65,937 / 722 / 252,Vandal,Assault Rifles,58.0,39.0,3.0,2592.0,Sheriff,Sidearms,75.0,23.0,2.0,284.0,Bulldog,Assault Rifles,53.0,44.0,3.0,215.0,Pearl,57.1,16.12,Abyss,55.6,15.12,Split,50.0,13.13,Haven,50.0,13.13,Bind,50.0,13.13,Lotus,42.3,11.15,Fracture,41.7,10.14
1,248 lucke#him,na,Immortal 2,104.0,1824.0,349.0,110.0,59.0,149.4,1.05,40.2,48.2,53.0,75.0,6.0,1839.0,1748.0,618.0,220.5,1.41,0.8,147.0,69.0,3.0,49.0,Clove,28.0,53.0,52.8,1.06,159.1,236.2,6.0,Fracture,88.0,Tejo,7.3,15.0,33.3,0.93,131.4,187.7,1.0,Pearl,33.0,Iso,5.6,10.0,40.0,1.12,151.0,229.6,11.0,Pearl,50.0,Duelist,47.8,11.12,1.41,423 / 372 / 103,Sentinel,50.0,8.8,1.35,237 / 223 / 63,Controller,52.8,28.25,1.47,944 / 893 / 370,Initiator,33.3,6.12,1.22,235 / 260 / 82,Vandal,Assault Rifles,54.0,44.0,2.0,1185.0,Guardian,Assault Rifles,60.0,39.0,1.0,160.0,Sheriff,Sidearms,69.0,31.0,1.0,147.0,Bind,69.2,9.4,Fracture,68.8,11.5,Haven,47.1,8.9,Abyss,46.7,7.8,Split,38.9,7.11,Lotus,37.5,6.1,Pearl,33.3,5.1
2,Vulken#813,na,Immortal 2,133.0,1490.0,483.0,170.0,90.0,134.6,0.89,29.1,55.3,94.0,70.2,9.0,2405.0,2716.0,1007.0,199.7,1.26,0.7,342.0,111.0,1.0,51.9,Clove,29.0,56.0,48.2,0.86,143.9,217.4,16.0,Haven,63.0,Iso,12.0,23.0,65.2,1.03,150.4,222.0,9.0,Abyss,78.0,Jett,8.0,15.0,66.7,0.86,126.8,191.5,18.0,Fracture,100.0,Controller,47.8,32.32,1.4,"1,009 / 1,146 / 597",Duelist,64.0,32.17,1.13,755 / 813 / 166,Initiator,59.3,16.11,1.25,345 / 402 / 159,Sentinel,53.8,14.12,1.07,296 / 355 / 85,Vandal,Assault Rifles,43.0,54.0,3.0,1388.0,Phantom,Assault Rifles,37.0,59.0,4.0,204.0,Guardian,Assault Rifles,48.0,48.0,4.0,194.0,Fracture,72.4,21.8,Haven,59.1,13.9,Abyss,54.2,13.1,Pearl,53.8,14.11,Lotus,52.0,13.12,Bind,50.0,10.9,Split,41.7,10.13
3,ure#stat,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,toogan#bombs,na,Immortal 1,24.0,3708.0,353.0,71.0,37.0,165.8,1.07,32.8,53.5,38.0,73.3,13.0,1309.0,1222.0,427.0,252.7,1.42,0.9,206.0,58.0,2.0,49.9,Clove,13.0,27.0,59.3,1.05,174.9,267.9,9.0,Bind,100.0,Reyna,5.0,9.0,55.6,1.23,171.9,270.9,24.0,Haven,100.0,Phoenix,4.6,8.0,75.0,1.16,166.2,248.0,9.0,Split,80.0,Duelist,62.1,18.11,1.44,556 / 501 / 164,Controller,59.3,16.1,1.46,521 / 497 / 204,Sentinel,30.0,3.7,1.29,161 / 149 / 31,Initiator,20.0,1.4,1.32,71 / 75 / 28,Vandal,Assault Rifles,47.0,49.0,3.0,770.0,Phantom,Assault Rifles,42.0,56.0,1.0,155.0,Sheriff,Sidearms,52.0,47.0,1.0,105.0,Bind,87.5,7.1,Fracture,80.0,8.2,Haven,62.5,5.3,Pearl,58.3,7.5,Abyss,44.4,4.5,Split,38.5,5.7,Lotus,18.2,2.9
5,Pyrrik#2202,na,Immortal 1,56.0,2740.0,641.0,68.0,36.0,135.1,0.96,38.1,63.2,43.0,73.2,1.0,980.0,1024.0,420.0,199.2,1.37,0.7,110.0,41.0,1.0,52.8,Sova,11.0,20.0,65.0,0.91,126.6,179.0,1.0,Haven,88.0,Skye,9.9,19.0,47.4,0.9,124.4,185.5,11.0,Split,43.0,Clove,10.0,19.0,78.9,1.09,158.7,241.7,11.0,Pearl,100.0,Initiator,56.4,22.17,1.29,511 / 562 / 212,Sentinel,40.0,2.3,1.2,58 / 70 / 26,Controller,78.3,18.5,1.51,397 / 377 / 174,Duelist,100.0,1.0,1.47,14 / 15 / 8,Vandal,Assault Rifles,54.0,43.0,3.0,690.0,Ghost,Sidearms,57.0,39.0,4.0,111.0,Sheriff,Sidearms,64.0,35.0,1.0,88.0,Pearl,85.7,6.1,Bind,75.0,9.3,Haven,75.0,9.3,Fracture,71.4,5.2,Lotus,60.0,6.4,Split,50.0,5.5,Abyss,30.0,3.7
6,paulie#064,na,Immortal 1,40.0,3169.0,346.0,95.0,53.0,158.9,1.18,32.1,52.6,50.0,72.1,24.0,1695.0,1434.0,413.0,238.9,1.47,0.8,256.0,74.0,3.0,50.3,Reyna,20.0,36.0,44.4,1.24,162.9,248.9,25.0,Abyss,71.0,Jett,10.0,18.0,55.6,1.25,165.3,252.8,26.0,Haven,67.0,Cypher,6.8,13.0,69.2,1.08,145.3,210.7,18.0,Pearl,86.0,Duelist,48.5,32.34,1.45,"1,228 / 1,013 / 239",Sentinel,71.4,10.4,1.35,209 / 192 / 51,Controller,80.0,4.1,2.05,103 / 73 / 47,Initiator,40.0,4.5,1.48,155 / 156 / 76,Vandal,Assault Rifles,41.0,55.0,4.0,1142.0,Guardian,Assault Rifles,57.0,41.0,1.0,156.0,Sheriff,Sidearms,63.0,36.0,1.0,120.0,Abyss,64.3,9.5,Pearl,61.5,8.5,Fracture,57.1,8.5,Lotus,53.3,8.7,Haven,46.2,6.7,Bind,44.4,8.1,Split,37.5,3.5
7,issa#west,na,Immortal 1,63.0,2558.0,212.0,80.0,41.0,154.8,1.04,29.0,53.8,43.0,73.7,6.0,1366.0,1308.0,503.0,234.3,1.43,0.8,177.0,61.0,3.0,50.7,Clove,11.0,24.0,58.3,0.95,160.2,244.6,7.0,Lotus,100.0,Cypher,9.1,17.0,41.2,0.82,122.0,182.2,21.0,Split,57.0,Tejo,7.5,13.0,61.5,1.45,183.9,277.0,49.0,Split,67.0,Duelist,50.0,10.1,1.48,359 / 305 / 93,Controller,58.3,14.1,1.36,392 / 414 / 172,Initiator,63.2,12.7,1.74,380 / 304 / 148,Sentinel,41.2,7.1,1.14,235 / 285 / 90,Vandal,Assault Rifles,42.0,54.0,4.0,763.0,Phantom,Assault Rifles,37.0,59.0,4.0,189.0,Sheriff,Sidearms,68.0,32.0,0.0,109.0,Lotus,81.8,9.2,Pearl,61.5,8.5,Split,54.5,6.5,Abyss,50.0,6.6,Fracture,50.0,6.6,Bind,45.5,5.6,Haven,30.0,3.7
8,Liqify#TTV,na,Immortal 1,49.0,2915.0,199.0,76.0,41.0,154.6,1.22,34.2,60.5,46.0,77.3,27.0,1274.0,1045.0,429.0,231.3,1.63,0.8,143.0,59.0,3.0,53.2,Sova,8.3,15.0,73.3,1.41,153.4,230.5,44.0,Pearl,100.0,Omen,5.3,10.0,40.0,1.09,153.1,231.4,13.0,Lotus,50.0,Clove,4.3,8.0,75.0,1.16,164.4,245.6,27.0,Split,100.0,Initiator,65.4,17.8,1.84,432 / 329 / 174,Duelist,52.0,13.11,1.51,445 / 367 / 111,Sentinel,100.0,6.0,1.7,84 / 66 / 28,Controller,52.6,10.9,1.52,313 / 283 / 116,Vandal,Assault Rifles,48.0,49.0,3.0,776.0,Sheriff,Sidearms,57.0,41.0,2.0,113.0,Operator,Sniper Rifles,9.0,88.0,3.0,68.0,Lotus,75.0,9.3,Abyss,71.4,5.2,Split,70.0,7.3,Pearl,66.7,8.4,Bind,57.1,8.5,Haven,45.5,5.5,Fracture,40.0,4.6
9,Sayaplayer#KR2,na,Immortal 1,81.0,2234.0,335.0,92.0,52.0,147.4,1.02,26.9,54.3,50.0,77.0,0.0,1564.0,1536.0,806.0,226.2,1.54,0.8,168.0,78.0,3.0,51.5,Clove,33.0,57.0,52.6,1.03,154.5,239.8,1.0,Fracture,70.0,Sage,8.1,14.0,71.4,1.18,146.0,223.9,12.0,Split,67.0,Reyna,4.6,8.0,50.0,0.83,132.7,193.6,15.0,Lotus,67.0,Duelist,50.0,4.4,1.18,116 / 140 / 49,Initiator,44.4,4.5,1.45,103 / 112 / 59,Sentinel,75.0,12.4,1.83,268 / 225 / 144,Controller,50.8,30.28,1.54,"1,077 / 1,059 / 554",Vandal,Assault Rifles,40.0,56.0,4.0,680.0,Phantom,Assault Rifles,34.0,58.0,8.0,409.0,Classic,Sidearms,45.0,52.0,4.0,117.0,Haven,76.9,10.3,Bind,63.6,7.4,Fracture,61.5,8.5,Split,56.2,9.7,Abyss,50.0,7.6,Lotus,41.7,5.7,Pearl,30.8,4.9
10,kenshi#lobo,na,Immortal 1,32.0,3451.0,216.0,85.0,43.0,140.3,0.98,33.2,60.0,51.0,70.9,3.0,1226.0,1246.0,394.0,208.1,1.3,0.7,156.0,69.0,3.0,53.4,Yoru,15.0,29.0,62.1,1.02,146.7,217.5,10.0,Abyss,80.0,Skye,3.9,8.0,50.0,1.07,148.9,221.2,15.0,Lotus,40.0,Tejo,4.6,8.0,12.5,0.84,130.1,184.6,8.0,Fracture,33.0,Initiator,42.9,9.1,1.34,290 / 303 / 115,Sentinel,85.7,12.2,1.22,174 / 183 / 50,Duelist,58.5,24.15,1.24,614 / 621 / 159,Controller,66.7,6.3,1.57,148 / 139 / 70,Vandal,Assault Rifles,51.0,47.0,2.0,688.0,Phantom,Assault Rifles,41.0,57.0,3.0,167.0,Ghost,Sidearms,51.0,46.0,3.0,95.0,Pearl,70.0,7.3,Fracture,64.3,9.4,Haven,64.3,9.4,Split,61.5,8.4,Bind,58.3,7.4,Abyss,55.6,5.4,Lotus,46.2,6.7
11,Chef#ssmc,na,Immortal 1,85.0,2175.0,667.0,130.0,73.0,134.1,1.06,26.8,49.2,64.0,73.7,11.0,1981.0,1863.0,814.0,204.2,1.5,0.7,161.0,93.0,2.0,50.1,Vyse,65.0,117.0,49.6,1.07,135.7,206.7,13.0,Lotus,71.0,Tejo,3.7,6.0,50.0,1.09,128.6,189.6,2.0,Fracture,100.0,Deadlock,1.7,3.0,33.3,0.76,96.8,151.7,38.0,Haven,100.0,Sentinel,49.2,59.56,1.5,"1,814 / 1,709 / 751",Initiator,50.0,3.3,1.46,101 / 93 / 35,Duelist,100.0,2.0,1.48,32 / 27 / 8,Controller,0.0,0.1,1.59,34 / 34 / 20,Phantom,Assault Rifles,34.0,60.0,6.0,642.0,Vandal,Assault Rifles,39.0,56.0,5.0,640.0,Ghost,Sidearms,54.0,42.0,4.0,153.0,Lotus,70.0,14.6,Split,52.9,9.8,Haven,50.0,9.9,Pearl,50.0,8.7,Fracture,44.4,8.9,Abyss,42.9,9.1,Bind,35.0,7.11
